First Name,Nation,Team,Position,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,xAG/90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,KP,1/3,PPA,CrsPA,PrgP,Short Cmp%,Medium Cmp%,Long Cmp%,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att (Take-Ons),Succ% (Take-Ons),Tkld% (Take-Ons),Carries,PrgDist,ProgC,1/3 (Carries),CPA,Mis,Dis,Rec,PrgR,Fls,Fld,Off,Crs,Recov,Won (Aerial),Lost (Aerial),Won% (Aerial)
Illia,ua UKR,Bournemouth,DF,22-232,31,30,"2,662",0,0,3,1,1.0,0.6,24,123,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.8,1199,81.6,25439,11,129,6,0,123,90.7,90.8,53.2,28,0.95,0,0.00,46,32,43,13,32,19,13,34,1772,207,825,901,65,11,8,62.5,25.0,1106,4285,24,20,0,14,3,1109,4,17,6,0,5,140,67,37,64.4
Ismaila,sn SEN,Crystal Palace,"MF,FW",27-055,33,26,"2,364",7,4,4,0,8.3,6.9,63,76,160,0.27,0.15,0.31,0.26,N/a,N/a,N/a,N/a,53.3,0.91,0.16,13.6,431,66.5,6468,36,26,36,8,76,74.4,71.0,46.5,96,3.65,9,0.34,21,10,23,16,22,7,15,8,941,39,154,365,432,112,50,28.0,54.0,515,1807,63,41,24,61,41,638,160,12,48,11,47,97,31,46,40.3
Issa,fr FRA,Fulham,DF,28-102,21,15,"1,339",0,0,2,0,0.5,0.1,6,25,3,0.00,0.00,0.04,0.01,N/a,N/a,N/a,N/a,40.0,0.13,0.00,10.7,663,87.5,12350,3,43,1,0,25,92.5,92.9,52.9,6,0.40,0,0.00,26,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50.0,50.0,533,1216,6,2,0,9,2,617,3,10,4,0,1,45,20,12,62.5
Jack,eng ENG,Manchester City,"FW,MF",29-223,19,7,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,0.62,0.07,16.3,381,87.6,5676,24,23,16,0,52,93.2,87.8,69.2,47,5.87,2,0.25,9,5,5,3,12,2,10,2,519,14,40,162,324,71,29,44.8,31.0,375,1714,69,23,46,10,16,422,118,5,25,0,20,26,1,7,12.5
Jack,eng ENG,Everton,FW,28-152,29,21,"1,825",1,0,0,0,3.3,3.7,60,43,114,0.05,0.00,0.16,0.18,N/a,N/a,N/a,N/a,22.2,0.30,0.04,16.3,363,63.5,5743,31,25,23,9,43,81.3,69.5,33.0,52,2.56,4,0.20,30,21,40,26,18,2,16,8,836,30,141,290,412,62,71,31.0,57.7,458,1382,60,29,14,47,36,538,114,13,25,4,112,63,4,26,13.3
Jack,ie IRL,Ipswich Town,MF,26-302,27,1,600,1,0,3,0,0.7,0.5,11,37,18,0.15,0.00,0.10,0.08,N/a,N/a,N/a,N/a,23.5,0.60,0.06,23.0,260,81.5,4585,5,27,8,1,37,86.3,86.6,55.9,20,3.00,1,0.15,15,7,17,8,7,2,5,6,404,23,111,219,85,8,9,44.4,33.3,206,671,11,9,1,9,6,263,18,14,4,0,6,40,7,5,58.3
Jack,eng ENG,Ipswich Town,"FW,MF",24-149,27,10,994,0,4,2,0,1.0,2.0,29,32,47,0.00,0.36,0.09,0.18,N/a,N/a,N/a,N/a,14.3,0.18,0.00,19.4,253,76.7,4122,22,23,6,0,32,87.3,87.6,46.4,38,3.44,5,0.45,28,17,31,15,6,0,6,7,457,20,110,186,175,29,37,56.8,32.4,261,947,29,18,9,19,15,282,47,14,19,3,13,64,6,14,30.0
Jack,eng ENG,Brighton,"DF,MF",20-010,21,19,"1,595",2,1,4,0,1.4,1.2,16,55,44,0.11,0.06,0.08,0.07,N/a,N/a,N/a,N/a,46.2,0.34,0.15,13.2,745,82.9,11324,12,29,8,2,55,91.4,83.7,52.1,30,1.69,2,0.11,25,18,24,14,7,3,4,14,1036,47,293,479,269,25,9,11.1,77.8,494,998,16,18,1,16,2,641,44,14,5,0,26,51,19,13,59.4
Jack,eng ENG,Southampton,DF,31-084,15,13,"1,074",0,0,2,2,0.3,0.2,13,49,2,0.00,0.00,0.03,0.01,N/a,N/a,N/a,N/a,33.3,0.08,0.00,12.1,729,92.0,12666,3,46,5,0,49,92.6,94.9,81.3,12,1.01,0,0.00,30,18,24,10,11,8,3,11,899,96,369,446,88,10,4,0.0,100.0,505,1086,13,11,1,1,3,640,2,12,3,1,0,39,6,6,50.0
Jacob,eng ENG,Aston Villa,"FW,MF",23-328,25,17,"1,425",1,3,2,0,1.4,2.1,55,62,101,0.06,0.19,0.09,0.13,N/a,N/a,N/a,N/a,23.5,0.25,0.06,16.1,456,85.2,5995,18,29,19,1,62,91.8,83.8,70.6,48,3.03,7,0.44,28,15,19,10,20,3,17,7,691,12,129,243,330,64,38,57.9,23.7,455,1552,55,30,19,38,20,527,101,12,23,5,10,71,6,10,37.5
Jacob,eng ENG,Newcastle Utd,FW,30-056,30,26,"2,018",8,11,3,0,5.5,7.8,67,61,187,0.36,0.49,0.25,0.35,N/a,N/a,N/a,N/a,38.5,0.67,0.21,17.9,562,68.5,8420,36,45,32,13,61,84.4,67.2,42.2,68,3.04,12,0.54,22,15,30,14,30,0,30,11,1056,20,157,399,511,76,60,50.0,46.7,621,1983,67,30,23,28,33,755,187,11,11,3,93,86,4,15,21.1
Jacob,eng ENG,Ipswich Town,DF,24-221,20,20,"1,755",1,0,4,0,1.2,0.0,6,48,5,0.05,0.00,0.06,0.00,N/a,N/a,N/a,N/a,50.0,0.21,0.13,8.3,774,87.2,12712,2,56,1,0,48,93.1,91.8,42.0,12,0.62,0,0.00,29,13,24,9,31,22,9,18,1099,234,601,440,62,15,2,50.0,50.0,521,925,6,9,0,7,2,690,5,9,16,1,0,43,54,38,58.7
Jaden,eng ENG,Ipswich Town,"FW,DF",23-072,10,5,474,2,0,1,0,2.0,0.2,13,10,36,0.38,0.00,0.37,0.05,N/a,N/a,N/a,N/a,41.7,0.95,0.17,16.4,95,72.5,1536,5,7,4,3,10,84.4,73.2,50.0,9,1.71,0,0.00,14,7,15,7,11,1,10,10,220,10,53,68,101,18,18,27.8,61.1,127,305,13,3,5,11,10,133,36,8,10,1,13,23,5,3,62.5
Jadon,eng ENG,Chelsea,FW,25-027,27,18,"1,655",3,4,1,0,2.0,3.4,95,86,214,0.16,0.22,0.11,0.18,N/a,N/a,N/a,N/a,30.4,0.38,0.13,15.3,622,82.5,8411,35,25,46,0,86,89.1,84.0,50.0,65,3.53,10,0.54,10,6,12,7,9,0,9,2,913,11,113,267,543,116,94,46.8,40.4,617,2329,95,32,55,29,21,714,214,6,11,5,23,96,5,10,33.3
Jahmai,eng ENG,Manchester City,DF,19-168,2,1,96,0,0,1,0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,107,93.0,1754,0,3,0,0,3,95.9,96.6,42.9,0,0.00,0,0.00,1,0,1,1,1,1,0,0,123,9,61,59,3,1,1,0.0,0.0,79,190,1,0,0,1,0,101,0,0,1,0,0,3,1,3,25.0
Jake,ie IRL,Everton,DF,23-341,16,13,"1,211",2,0,4,0,0.7,0.6,7,39,24,0.15,0.00,0.05,0.04,N/a,N/a,N/a,N/a,60.0,0.22,0.40,11.5,410,75.4,7332,6,36,8,5,39,87.7,75.6,60.8,14,1.04,0,0.00,19,13,20,7,14,4,10,3,686,56,273,283,132,18,9,33.3,55.6,282,500,7,5,2,5,5,343,24,10,3,3,17,46,31,22,58.5
Jakub,pl POL,Leicester City,GK,24-123,6,6,540,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,2.00,58.6,0.0,N/a,N/a,0.00,N/a,N/a,152,67.9,4176,0,2,0,0,1,100.0,97.9,45.0,0,0.00,0,0.00,2,1,2,1,0,0,0,0,241,179,236,6,0,0,0,N/a,N/a,130,396,0,0,0,1,0,131,0,0,0,0,0,7,3,0,100.0
Jakub,pl POL,Arsenal,DF,25-065,12,5,672,0,0,0,0,0.1,0.3,4,23,0,0.00,0.00,0.02,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.6,379,89.6,6673,3,29,1,0,23,93.2,95.0,52.9,5,0.67,0,0.00,11,5,10,3,6,3,3,2,478,51,166,269,43,3,3,66.7,33.3,270,593,4,2,1,2,1,354,0,8,3,0,1,17,8,7,53.3
James,eng ENG,Southampton,DF,27-192,14,11,890,0,1,0,0,0.1,0.9,9,30,34,0.00,0.10,0.01,0.09,N/a,N/a,N/a,N/a,25.0,0.10,0.00,22.7,437,83.9,6984,10,25,6,5,30,90.8,88.3,51.1,15,1.52,1,0.10,15,10,17,10,8,3,5,8,598,42,194,261,148,10,8,50.0,25.0,316,688,9,11,0,6,4,385,34,2,4,0,24,56,12,4,75.0
James,eng ENG,Bournemouth,DF,23-101,10,6,448,0,1,1,0,0.3,0.3,3,16,8,0.00,0.20,0.06,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,13.9,159,64.9,3098,3,20,6,0,16,76.1,77.3,36.2,8,1.61,1,0.20,15,8,11,8,5,0,5,9,319,19,99,167,54,8,2,50.0,50.0,146,295,3,6,0,2,0,179,8,7,5,0,10,13,14,12,53.8
James,eng ENG,Brighton,MF,39-107,3,3,169,0,0,1,0,0.2,0.2,1,10,10,0.00,0.00,0.09,0.12,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.0,55,75.3,899,4,3,1,1,10,92.9,76.7,40.0,8,4.26,0,0.00,5,2,3,0,4,2,2,2,92,3,13,48,31,4,1,100.0,0.0,46,97,1,1,0,0,0,58,10,3,1,0,8,2,0,1,0.0
James,eng ENG,Everton,"MF,DF",24-039,16,12,"1,144",0,1,3,0,0.3,1.3,9,33,22,0.00,0.08,0.02,0.10,N/a,N/a,N/a,N/a,28.6,0.16,0.00,24.1,385,71.6,6687,11,34,5,2,33,82.3,81.4,44.8,28,2.20,4,0.31,34,22,32,15,14,3,11,16,665,29,169,316,186,9,14,42.9,57.1,301,462,9,12,1,10,7,341,22,16,12,0,48,58,10,8,55.6
James,eng ENG,Everton,DF,32-153,33,33,"2,922",1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,N/a,N/a,N/a,N/a,26.7,0.12,0.07,8.4,1045,81.0,22119,16,83,11,0,75,84.5,91.9,62.7,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,35,28,2,1,98,102,33,75.6
James,eng ENG,Manchester City,"MF,FW",22-185,12,1,224,3,0,1,0,2.7,0.3,7,6,18,1.21,0.00,1.10,0.13,N/a,N/a,N/a,N/a,36.4,1.61,0.27,13.6,70,81.4,1082,2,6,2,0,6,85.7,86.5,50.0,3,1.21,1,0.40,4,2,5,4,4,0,4,1,118,2,13,53,53,16,6,33.3,66.7,67,177,7,5,1,3,1,87,18,5,1,0,3,7,1,3,25.0
James,eng ENG,Leicester City,DF,27-057,31,30,"2,534",2,1,5,0,1.5,0.5,36,80,90,0.07,0.04,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.21,0.08,16.0,1024,77.5,15736,12,66,21,7,80,86.6,83.8,33.3,31,1.10,1,0.04,48,29,49,22,38,12,26,42,1676,130,588,743,355,36,28,32.1,42.9,746,1533,36,25,4,30,13,921,90,20,34,2,53,75,57,46,55.3
James,eng ENG,Tottenham,MF,28-149,30,20,"1,764",9,6,6,0,5.8,4.1,43,160,92,0.46,0.31,0.30,0.21,N/a,N/a,N/a,N/a,43.6,0.87,0.23,16.7,1001,81.3,16292,39,121,32,5,160,90.9,86.0,45.9,92,4.70,17,0.87,30,18,28,19,15,4,11,11,1438,25,207,677,567,76,74,41.9,44.6,1010,2227,43,39,19,23,24,1112,92,31,63,4,95,73,5,7,41.7
James,eng ENG,Nott'ham Forest,MF,30-171,9,5,400,0,1,2,1,0.1,1.1,1,16,3,0.00,0.23,0.01,0.25,N/a,N/a,N/a,N/a,50.0,0.23,0.00,29.0,145,79.7,2296,4,16,2,0,16,93.2,86.9,34.8,10,2.25,2,0.45,4,1,2,0,3,2,1,5,205,13,49,115,45,1,0,N/a,N/a,92,170,1,3,0,3,3,115,3,7,2,0,19,19,3,5,37.5
Jamie,eng ENG,Leicester City,FW,38-100,31,31,"2,482",7,3,5,0,9.4,2.9,27,20,104,0.25,0.11,0.34,0.11,N/a,N/a,N/a,N/a,40.8,0.73,0.12,11.8,230,67.4,3279,18,10,9,1,20,74.9,78.7,64.7,40,1.45,9,0.33,18,13,11,7,8,4,4,3,520,26,52,241,232,99,20,45.0,50.0,248,620,27,11,14,32,12,337,104,20,19,23,10,34,47,50,48.5
Jan,nl NED,Brighton,DF,24-317,30,29,"2,598",1,1,8,1,1.3,1.5,53,209,5,0.03,0.03,0.04,0.05,N/a,N/a,N/a,N/a,31.3,0.17,0.06,14.1,1795,87.9,35321,13,202,16,4,209,93.0,93.0,65.6,48,1.66,3,0.10,39,25,37,17,32,19,13,23,2316,246,987,1196,153,30,10,40.0,40.0,1536,6643,53,41,0,12,7,1628,5,22,22,0,11,119,73,48,60.3
Jan,pl POL,Southampton,DF,29-009,27,27,"2,261",2,0,7,0,0.7,0.5,4,58,1,0.08,0.00,0.03,0.02,N/a,N/a,N/a,N/a,40.0,0.08,0.40,16.0,1472,92.5,25994,5,70,1,0,58,95.5,94.4,76.0,16,0.64,0,0.00,35,18,30,15,43,32,11,52,1917,345,1001,883,40,15,3,100.0,0.0,976,1615,4,5,1,9,3,1229,1,30,11,0,1,100,66,33,66.7
Jannik,dk DEN,Leicester City,DF,32-261,18,16,"1,391",0,0,5,0,0.1,0.1,3,32,2,0.00,0.00,0.01,0.01,N/a,N/a,N/a,N/a,66.7,0.13,0.00,9.7,870,90.7,14697,3,34,1,0,32,95.0,93.7,59.3,7,0.45,0,0.00,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,1458,3,3,0,2,0,757,2,12,4,0,0,46,26,19,57.8
Jarell,eng ENG,Liverpool,DF,22-082,11,2,315,0,0,1,0,0.1,0.1,2,12,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.9,206,90.4,3720,1,18,1,0,12,97.4,91.3,65.0,2,0.57,0,0.00,10,7,7,2,5,5,0,5,272,36,134,113,25,5,2,50.0,50.0,165,483,2,3,1,4,2,190,4,7,1,0,2,9,5,8,38.5
Jarrad,eng ENG,Everton,DF,22-298,26,24,"2,168",0,1,4,0,1.1,0.6,9,54,1,0.00,0.04,0.05,0.02,N/a,N/a,N/a,N/a,37.5,0.12,0.00,8.2,790,81.2,15498,2,71,2,0,54,89.2,90.7,53.6,12,0.50,2,0.08,33,18,25,7,28,20,8,23,1263,181,667,547,56,22,5,60.0,20.0,601,1996,9,13,2,8,3,725,1,8,14,1,2,77,48,34,58.5
Jarrod,eng ENG,West Ham,"FW,MF",28-122,29,29,"2,541",9,5,1,0,7.4,5.4,93,84,176,0.32,0.18,0.26,0.19,N/a,N/a,N/a,N/a,41.1,1.06,0.11,17.7,488,71.4,8051,45,37,40,6,84,83.4,77.4,52.4,97,3.44,11,0.39,36,23,37,20,21,3,18,16,1064,24,121,388,578,145,113,35.4,56.6,629,2176,93,41,51,66,66,694,176,17,46,8,95,117,9,41,18.0
Jason,eng ENG,Brighton,GK,34-246,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.50,75.0,50.0,N/a,N/a,0.00,N/a,N/a,101,90.2,2321,0,0,0,0,0,100.0,96.9,65.4,0,0.00,0,0.00,0,0,0,0,0,0,0,0,114,107,114,0,0,0,0,N/a,N/a,91,151,0,0,0,0,0,83,0,0,1,0,0,7,1,1,50.0
Jean-Clair,fr FRA,West Ham,DF,25-112,22,15,"1,395",0,0,2,0,0.2,0.0,9,27,4,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.6,712,87.6,12639,2,37,1,0,27,92.8,94.7,45.1,5,0.32,0,0.00,36,22,29,6,21,11,10,20,985,137,561,398,34,9,13,53.8,46.2,566,1320,9,5,0,9,7,674,4,10,5,0,2,57,23,23,50.0
Jean-Philippe,fr FRA,Crystal Palace,FW,27-297,32,30,"2,431",13,2,2,0,12.0,3.0,36,45,114,0.48,0.07,0.45,0.11,N/a,N/a,N/a,N/a,40.7,0.89,0.19,15.3,267,65.0,3528,26,30,14,1,45,76.3,62.7,31.8,54,2.00,7,0.26,17,12,16,13,16,3,13,2,675,24,57,326,306,86,41,41.5,48.8,359,879,36,20,8,67,41,498,114,27,26,17,23,59,58,95,37.9
Jean-Ricner,fr FRA,Wolves,"MF,FW",26-298,30,18,"1,479",2,6,3,0,1.3,3.6,46,35,80,0.12,0.37,0.08,0.22,N/a,N/a,N/a,N/a,25.0,0.30,0.10,21.7,401,79.4,6195,26,27,15,7,35,89.7,80.8,58.8,53,3.23,10,0.61,32,18,18,6,17,3,14,10,718,23,126,325,283,41,58,22.4,53.4,442,1345,46,34,10,36,23,496,80,29,39,1,37,55,8,18,30.8
Jefferson,co COL,Crystal Palace,"MF,DF",30-178,28,22,"1,940",0,1,8,0,1.0,1.5,11,83,24,0.00,0.05,0.05,0.07,N/a,N/a,N/a,N/a,29.2,0.32,0.00,19.4,742,75.2,12959,9,77,16,2,83,86.7,80.6,45.2,41,1.90,3,0.14,27,13,31,16,31,15,16,34,1219,91,381,631,217,26,12,50.0,33.3,566,956,11,10,0,13,15,713,24,32,35,0,9,136,39,38,50.6
Jeffrey,gh GHA,Crystal Palace,"MF,DF",32-119,12,0,103,0,0,0,0,0.2,0.2,4,5,9,0.00,0.00,0.14,0.14,N/a,N/a,N/a,N/a,50.0,1.75,0.00,17.7,39,78.0,591,3,4,2,0,5,84.2,78.3,50.0,7,6.06,0,0.00,2,0,3,3,6,0,6,0,79,2,9,31,41,6,1,100.0,0.0,30,67,4,1,1,7,0,41,9,1,0,0,4,6,3,4,42.9
Jens,se SWE,Ipswich Town,MF,25-254,26,23,"1,774",1,0,2,0,0.5,0.6,23,46,16,0.05,0.00,0.02,0.03,N/a,N/a,N/a,N/a,10.0,0.05,0.10,21.3,572,82.4,9440,11,45,5,1,46,88.8,85.7,50.0,30,1.52,1,0.05,39,19,47,28,24,9,15,25,904,59,261,475,182,11,45,53.3,33.3,420,1175,23,21,3,21,14,521,16,21,21,0,9,98,12,20,37.5
Jeremy,be BEL,Manchester City,"FW,MF",22-329,24,14,"1,290",3,4,1,0,1.0,3.5,172,62,231,0.21,0.28,0.07,0.25,N/a,N/a,N/a,N/a,37.5,0.63,0.13,18.2,511,79.5,7164,24,10,41,5,62,86.7,82.0,66.7,61,4.26,10,0.70,28,19,14,7,10,1,9,4,868,4,40,203,648,120,171,56.1,28.1,668,3984,172,80,78,50,50,719,231,7,29,5,47,51,0,10,0.0
Jesper,dk DEN,Everton,FW,25-051,25,15,"1,239",0,1,2,0,2.1,2.0,30,25,81,0.00,0.07,0.15,0.15,N/a,N/a,N/a,N/a,35.7,0.73,0.00,21.0,297,69.4,4593,19,18,12,7,25,86.2,65.7,44.6,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3
Joachim,dk DEN,Fulham,DF,28-325,24,24,"2,133",0,0,5,1,0.5,0.3,13,100,1,0.00,0.00,0.02,0.01,N/a,N/a,N/a,N/a,23.1,0.13,0.00,17.7,1363,82.5,30371,3,161,5,2,100,92.0,93.3,55.5,24,1.02,2,0.08,24,17,19,6,28,22,6,30,1916,279,1006,848,72,15,6,66.7,0.0,1119,2596,13,9,1,4,3,1327,1,15,15,0,8,98,53,34,60.9
Joe,eng ENG,Newcastle Utd,"MF,FW",25-244,28,9,887,0,2,2,0,1.2,1.6,31,34,68,0.00,0.20,0.12,0.17,N/a,N/a,N/a,N/a,21.4,0.30,0.00,16.4,237,81.7,3385,18,21,8,0,34,88.3,86.6,41.2,38,3.86,4,0.41,24,14,27,9,21,4,17,5,433,12,67,183,191,37,31,35.5,45.2,265,828,31,22,11,31,22,300,68,19,11,3,13,34,3,10,23.1
Joe,eng ENG,Southampton,GK,30-065,3,3,270,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,2.33,65.0,0.0,N/a,N/a,0.00,N/a,N/a,106,70.2,2342,0,2,0,0,0,95.5,91.3,35.6,0,0.00,0,0.00,0,0,0,0,0,0,0,0,164,116,161,3,0,0,0,N/a,N/a,103,296,0,0,0,0,0,108,0,0,0,0,0,2,2,1,66.7
Joe,ng NGA,Southampton,"MF,DF",28-274,30,20,"1,909",3,0,1,0,2.7,1.6,35,71,64,0.14,0.00,0.13,0.07,N/a,N/a,N/a,N/a,41.2,0.33,0.18,14.0,878,88.5,13041,16,50,4,1,71,91.3,90.9,68.9,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,20,28,1,10,110,25,21,54.3
Joe,eng ENG,Liverpool,DF,27-333,9,6,519,0,0,1,0,0.3,0.1,5,35,2,0.00,0.00,0.06,0.02,N/a,N/a,N/a,N/a,66.7,0.35,0.00,11.9,377,88.7,6689,2,29,0,0,35,91.2,93.6,61.9,5,0.87,1,0.17,13,10,16,5,9,6,3,7,481,54,183,264,37,5,0,N/a,N/a,303,947,5,2,1,1,2,335,2,2,3,0,2,34,9,4,69.2
Joelinton,br BRA,Newcastle Utd,"MF,FW",28-250,29,29,"2,393",4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/a,N/a,N/a,N/a,28.9,0.49,0.09,14.0,863,82.7,12199,23,80,17,2,116,87.7,86.6,60.0,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,58,35,7,16,149,59,46,56.2
John,sct SCO,Aston Villa,"MF,FW",30-185,29,24,"1,962",1,3,7,0,2.9,3.4,30,89,68,0.05,0.14,0.13,0.15,N/a,N/a,N/a,N/a,19.2,0.23,0.04,16.2,631,82.9,10599,27,60,27,7,89,91.5,86.4,59.8,66,3.03,6,0.28,30,21,26,15,20,2,18,13,954,26,149,513,302,51,43,39.5,27.9,526,1139,30,16,6,32,25,671,68,43,61,3,50,91,15,8,65.2
John,eng ENG,Manchester City,"DF,MF",30-328,11,6,548,2,0,1,0,0.4,0.1,10,21,2,0.33,0.00,0.07,0.01,N/a,N/a,N/a,N/a,100.0,0.33,1.00,5.1,367,91.1,6382,2,42,0,0,21,94.4,92.5,77.5,8,1.31,2,0.33,6,2,5,0,5,3,2,4,442,40,142,234,68,4,2,100.0,0.0,292,1183,10,14,0,2,0,333,2,2,2,0,0,22,8,6,57.1
Jonny,nir NIR,Manchester Utd,DF,37-108,6,3,290,0,0,1,0,0.1,0.0,1,8,2,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.4,174,88.8,2809,0,9,1,0,8,94.3,90.0,50.0,2,0.62,0,0.00,7,5,4,2,2,1,1,4,223,30,125,91,11,2,1,100.0,0.0,128,183,1,0,0,1,0,137,2,5,6,0,0,15,8,3,72.7
Jordan,eng ENG,Everton,GK,31-045,33,33,"2,970",0,1,7,0,0.0,0.4,0,0,0,0.00,0.03,0.00,0.01,1.21,70.8,30.3,100.0,N/a,0.00,N/a,N/a,899,65.6,28986,2,66,8,0,0,99.2,98.4,46.2,12,0.36,2,0.06,1,0,2,1,0,0,0,1,1466,955,1401,66,0,0,0,N/a,N/a,822,2940,0,0,0,2,0,723,0,0,6,0,0,29,4,1,80.0
Jordan,gh GHA,Leicester City,"FW,MF",33-222,25,15,"1,310",4,0,5,0,2.8,0.8,38,31,68,0.27,0.00,0.19,0.05,N/a,N/a,N/a,N/a,28.0,0.48,0.12,18.4,316,72.3,4618,12,20,11,6,31,85.7,73.5,35.6,30,2.06,1,0.07,24,13,19,13,14,0,14,12,649,18,89,331,251,46,52,36.5,51.9,389,1195,38,30,7,51,31,434,68,27,43,5,47,81,33,53,38.4
Jorge,es ESP,Fulham,DF,25-155,6,3,259,0,0,0,0,0.0,0.0,0,9,0,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,13.1,102,83.6,1768,0,7,0,0,9,89.5,88.2,42.9,1,0.35,0,0.00,2,2,5,3,3,3,0,2,152,23,88,59,6,1,2,100.0,0.0,65,116,0,1,0,1,0,92,0,2,2,0,1,9,6,3,66.7
Jorginho,it ITA,Arsenal,MF,33-122,14,9,703,0,0,5,0,0.1,0.4,12,48,6,0.00,0.00,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.2,410,86.7,6450,3,44,10,0,48,91.5,88.4,58.3,12,1.55,0,0.00,12,4,20,12,3,0,3,7,519,9,92,303,130,3,4,25.0,50.0,302,874,12,13,0,10,9,388,6,15,17,0,1,54,1,6,14.3
Joshua,eng ENG,Chelsea,DF,18-351,4,2,170,0,0,1,0,0.2,0.0,0,8,0,0.00,0.00,0.12,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.9,104,83.9,2025,0,6,0,0,8,90.6,92.6,55.0,2,1.06,0,0.00,2,1,2,0,1,0,1,1,137,7,48,81,8,3,2,50.0,0.0,106,409,0,2,0,2,0,111,0,0,1,0,0,7,1,6,14.3
Joshua,nl NED,Manchester Utd,"FW,MF",23-334,32,14,"1,402",3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.10,N/a,N/a,N/a,N/a,39.3,0.71,0.11,13.1,292,71.2,3600,12,26,6,0,44,78.1,74.4,50.0,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,9,13,3,4,57,21,54,28.0
José,pt POR,Wolves,GK,32-094,25,25,"2,250",0,0,2,0,0.0,0.1,0,2,0,0.00,0.00,0.00,0.01,1.76,61.5,24.0,20.0,N/a,0.00,N/a,N/a,482,62.4,12711,2,17,1,0,2,99.0,97.1,30.0,4,0.16,0,0.00,2,2,2,0,0,0,0,0,829,658,821,9,0,0,6,100.0,0.0,509,1964,0,0,0,1,0,402,0,3,8,0,0,29,8,0,100.0
Jota,pt POR,Nott'ham Forest,"FW,MF",25-263,27,5,828,3,1,5,0,1.9,2.9,19,16,54,0.33,0.11,0.20,0.31,N/a,N/a,N/a,N/a,33.3,0.76,0.14,14.9,113,61.1,1602,14,4,9,3,16,77.1,59.6,42.9,29,3.15,3,0.33,24,13,25,20,9,1,8,12,338,19,81,95,173,44,32,31.3,43.8,166,569,19,11,8,24,11,193,54,24,22,7,19,42,21,27,43.8
João,br BRA,Wolves,MF,24-068,31,31,"2,601",3,1,10,1,2.6,1.1,51,142,63,0.10,0.03,0.09,0.04,N/a,N/a,N/a,N/a,21.9,0.24,0.09,18.3,1180,85.1,16906,20,105,21,1,142,90.9,85.9,60.4,58,2.01,3,0.10,95,56,93,56,38,3,35,25,1715,55,369,940,429,38,54,46.3,42.6,898,2482,51,48,6,35,47,1139,63,64,36,1,26,168,9,23,28.1
